子系统,文件,文件职责,当前状态,剩余功能/缺口,依赖或阻塞,优先级,备注
android,master-goods-android/feature/suppliers/src/main/java/com/zhihuiji/feature/suppliers/SupplierEditViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/suppliers/src/main/java/com/zhihuiji/feature/suppliers/SupplierListScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/suppliers/src/main/java/com/zhihuiji/feature/suppliers/SupplierListViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/suppliers/src/main/java/com/zhihuiji/feature/suppliers/SupplierStatementScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/suppliers/src/main/java/com/zhihuiji/feature/suppliers/SupplierStatementViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/gradle/libs.versions.toml,功能文件,已完成待联调,构建配置已在用，剩余工作主要在真实 release/benchmark/部署验证,发布和构建环境验证,P3,构建配置
android,master-goods-android/settings.gradle.kts,构建配置,已完成待联调,构建配置已在用，剩余工作主要在真实 release/benchmark/部署验证,发布和构建环境验证,P3,构建配置
backend,src/main/java/com/zhihuiji/backend/ZhihuijiBackendApplication.java,后端 Java 模块,已完成待联调,当前文件主要承接已实现能力，剩余工作以系统联调和验收为主,真实环境联调,P3,后端承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/ApiResponse.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/BusinessException.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/GlobalExceptionHandler.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/IdGenerator.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/OrderStatus.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/PaginationUtils.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/ParseUtils.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/PartnerTypes.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/PayOrderStatus.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/PaymentStatus.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/PaymentType.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/PurchaseOrderStatus.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/PurchaseReceiptStatus.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/common/SalesReturnStatus.java,后端 Java 模块,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/controller/AdminController.java,管理员本地接口控制器（账号、导入、demo/smoke）,部分完成,仍停留在 local-only `/v1/admin/*` 语义，不能替代真实 store/member RBAC 与生产管理接口,真实店员语义未后端化；仅 local profile 可用,P0,"@Profile(""local"")"
backend,src/main/java/com/zhihuiji/backend/api/controller/AuthController.java,后端接口控制器,已完成待联调,当前文件主要承接已实现能力，剩余工作以系统联调和验收为主,真实环境联调,P3,后端承载文件
backend,src/main/java/com/zhihuiji/backend/api/controller/CustomerController.java,后端接口控制器,已完成待联调,当前文件主要承接已实现能力，剩余工作以系统联调和验收为主,真实环境联调,P3,后端承载文件
backend,src/main/java/com/zhihuiji/backend/api/controller/FinanceRecordController.java,后端接口控制器,已完成待联调,当前文件主要承接已实现能力，剩余工作以系统联调和验收为主,真实环境联调,P3,后端承载文件
backend,src/main/java/com/zhihuiji/backend/api/controller/PayOrderController.java,后端接口控制器,已完成待联调,当前文件主要承接已实现能力，剩余工作以系统联调和验收为主,真实环境联调,P3,后端承载文件
backend,src/main/java/com/zhihuiji/backend/api/controller/ProductController.java,后端接口控制器,已完成待联调,当前文件主要承接已实现能力，剩余工作以系统联调和验收为主,真实环境联调,P3,后端承载文件
backend,src/main/java/com/zhihuiji/backend/api/controller/PurchaseOrderController.java,后端接口控制器,已完成待联调,当前文件主要承接已实现能力，剩余工作以系统联调和验收为主,真实环境联调,P3,后端承载文件
backend,src/main/java/com/zhihuiji/backend/api/controller/ReportController.java,后端接口控制器,已完成待联调,当前文件主要承接已实现能力，剩余工作以系统联调和验收为主,真实环境联调,P3,后端承载文件
backend,src/main/java/com/zhihuiji/backend/api/controller/SaleOrderController.java,后端接口控制器,已完成待联调,当前文件主要承接已实现能力，剩余工作以系统联调和验收为主,真实环境联调,P3,后端承载文件
backend,src/main/java/com/zhihuiji/backend/api/controller/SupplierController.java,后端接口控制器,已完成待联调,当前文件主要承接已实现能力，剩余工作以系统联调和验收为主,真实环境联调,P3,后端承载文件
backend,src/main/java/com/zhihuiji/backend/api/controller/SyncController.java,后端接口控制器,已完成待联调,当前文件主要承接已实现能力，剩余工作以系统联调和验收为主,真实环境联调,P3,后端承载文件
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2AccountController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2AccountTransferController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2AgentController.java,AI 助手 V2 接口控制器,已完成待联调,接口族已齐，但真实 SSE/取消/审计/生产证据仍待补齐,后端与 Android/Web 联调、生产 profile 验收,P1,/v2/agent 入口
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2BillFundLinkController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2CustomerContactController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2CustomerController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2CustomerGroupController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2ImportJobController.java,导入任务 V2 接口控制器,部分完成,任务创建/查询已具备，但执行器、取消后续编排和客户端联调仍未闭环,后台执行器未补；Android/Web 联调未完,P1,/v2/import-jobs
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2InventoryController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2MediaController.java,媒体资产 V2 接口控制器,已完成待联调,接口已在，但真实上传和多业务附件场景仍待验收,客户端上传链与对象存储配置,P1,/v2/media 入口
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2PayOrderController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2ProductCategoryController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2ProductController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2ProductPriceLevelController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2ProductSupplierRelationController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2ProductUnitController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2PurchaseOrderController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2PurchaseReceiptController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2SaleOrderController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2SalesReturnController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2SupplierContactController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2SupplierController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2SupplierGroupController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/controller/v2/V2SyncController.java,后端接口控制器,已完成待联调,接口已实现，仍需结合真实客户端、部署环境和验收证据完成闭环,真实联调/部署验收,P2,V2 接口层
backend,src/main/java/com/zhihuiji/backend/api/dto/FinanceRecordDto.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/PayOrderDto.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/ProductAdjustStockRequest.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/PurchaseOrderDto.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/PurchaseOrderItemDto.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/SaleOrderDto.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/SaleOrderItemDto.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/SaleOrderStatusRequest.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/SupplierDto.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/agent/AlertDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/agent/AnswerDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/agent/OperationDraftDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/agent/ReconciliationDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/agent/WorkbenchDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/report/ReportDto.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/agent/V2AgentDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/finance/V2FinanceDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/inventory/V2InventoryDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/media/V2MediaDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/partner/V2PartnerDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/pay/V2PayOrderDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/product/V2ProductDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/purchase/V2PurchaseOrderDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/purchase/V2PurchaseReceiptDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/sales/V2SaleOrderDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/sales/V2SalesReturnDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/sync/V2ImportJobDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/api/dto/v2/sync/V2SyncDtos.java,后端 DTO/请求响应模型,已完成待联调,基础模型/仓储/DTO 已在位；剩余工作主要来自上层业务闭环与验收，不在本文件单独展开,依赖上层服务联调,P3,基础承载文件
backend,src/main/java/com/zhihuiji/backend/application/service/AdminService.java,管理员本地业务服务,部分完成,承接的仍是本地 admin/demo 能力，未形成生产级门店成员/RBAC 服务层,缺少 `/v2/stores/current/members` 真实服务模型,P0,owner/admin 语义并存
backend,src/main/java/com/zhihuiji/backend/application/service/AuthService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/CurrentOwnerService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/CustomerService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/DemoDataService.java,本地演示数据灌入服务,部分完成,仅服务 local/demo 侧验证，不能作为生产 AI/门店能力闭环的一部分,生产链路需与 demo 完全隔离,P2,demo-only
backend,src/main/java/com/zhihuiji/backend/application/service/FinanceRecordService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/LegacySQLiteImportService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/PayOrderService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/ProductService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/PurchaseOrderService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/ReportService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/SaleOrderService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/SessionAccessService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/SupplierService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/SyncService.java,后端业务服务,已完成待联调,旧版/兼容业务服务仍需结合真实链路验证，部分能力最终要被 V2/正式门店语义收口,兼容层与正式 V2 口径并行,P2,兼容/基础服务
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2AccountService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2AccountTransferService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2AgentAiService.java,AI 助手运行编排与 SSE 主服务,部分完成,草稿真实执行闭环、真实 provider 流式证据、取消链路真机与生产验收仍未完成,AI 端到端证据、provider 配置、Android 真机验收,P1,AI 主链文件
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2AgentConversationService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P1,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2BillFundLinkService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2CustomerService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2ImportJobService.java,导入任务服务,部分完成,导入任务模型已落地，但后台执行器/完整运行编排仍未补齐,sync/import 后台 worker 未实现,P1,import jobs 首轮
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2InventoryService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2MediaService.java,媒体资产与绑定服务,已完成待联调,真实上传链、业务挂接和客户端联调仍未完成,媒体上传存储链与业务绑定联调,P1,media 首轮合同
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2PartnerContactService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2PartnerGroupService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2PayOrderService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2ProductCategoryService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2ProductPriceLevelService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2ProductService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2ProductSupplierRelationService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2ProductUnitService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2PurchaseOrderService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2PurchaseReceiptService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2SaleOrderService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
backend,src/main/java/com/zhihuiji/backend/application/service/v2/V2SalesReturnService.java,后端业务服务,已完成待联调,核心服务已具备，仍需在真实业务数据、客户端和部署环境验证,真实业务联调与验收,P2,V2 服务层
