序号,文件路径,相对路径,类或对象,函数名,函数类型,起始行,结束行,行数,职责摘要,副作用,调用方,发现问题编号,重复实现编号,审阅方式,状态,备注
10254,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,sourceOrderIndex,ts,84,90,7,"调用: computed, Map, map, String, get, max",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10255,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,selectedReturn,ts,85,90,6,"调用: computed, get, String, max",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10256,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,selectedSourceOrder,ts,86,90,5,"调用: computed, get, String, max",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10257,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,remainingRefund,ts,87,90,4,"调用: computed, max",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10258,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,returnSummary,ts,91,95,5,"调用: computed, reduce",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10259,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,totalReturnAmount,ts,96,102,7,"调用: computed, reduce, Boolean",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10260,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,totalRefundAmount,ts,97,102,6,"调用: computed, reduce, Boolean",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10261,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,draftReturnCount,ts,98,102,5,"调用: computed, reduce, Boolean",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10262,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,canEditDraft,ts,99,102,4,"调用: computed, Boolean",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10263,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,current,ts,100,103,4,"调用: Boolean, computed",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10264,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,canRefund,ts,103,106,4,"调用: computed, Boolean",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10265,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,current,ts,104,107,4,"调用: Boolean, computed",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10266,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,canCancel,ts,107,110,4,"调用: computed, Boolean",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10267,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,current,ts,108,111,4,调用: Boolean,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10268,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,createPayload,ts,111,128,18,"调用: map, Number, filter, trim",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10269,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,items,ts,113,118,6,"调用: map, Number",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10270,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,paymentMethods,ts,130,148,19,"调用: watch, async, loadPage",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10271,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,order,ts,168,172,5,"调用: get, String, applySourceOrder",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10272,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,detail,ts,174,177,4,"调用: fetchSaleOrder, filter, sameEntityId, applySourceOrder",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10273,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,loadPage,ts,182,192,11,"调用: loadPage, all, loadSourceOrders, loadReturns",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10274,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,loadSourceOrders,ts,194,219,26,"调用: loadSourceOrders, fetchSaleOrders, some, sameEntityId, fetchSaleOrder, applySourceOrder",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10275,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,nextOrders,ts,198,198,1,调用: fetchSaleOrders,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10276,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,detail,ts,201,203,3,调用: fetchSaleOrder,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10277,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,loadReturns,ts,221,268,48,"调用: loadReturns, trim, Number, fetchSalesReturnsByOrder, fetchSalesReturns, includes",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10278,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,normalizedKeyword,ts,227,236,10,"调用: trim, Number, fetchSalesReturnsByOrder, fetchSalesReturns",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10279,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,status,ts,228,236,9,"调用: Number, fetchSalesReturnsByOrder, fetchSalesReturns",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10280,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,nextReturns,ts,229,236,8,"调用: fetchSalesReturnsByOrder, fetchSalesReturns",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10281,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,filteredReturns,ts,239,248,10,"调用: includes, push",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10282,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,matchKeyword,ts,241,247,7,"调用: includes, push",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10283,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,matchStatus,ts,244,247,4,调用: push,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10284,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,detail,ts,254,256,3,调用: fetchSalesReturn,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10285,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,applySourceOrder,ts,270,280,11,"调用: applySourceOrder, map, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10286,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,saveDraftNotes,ts,282,298,17,"调用: saveDraftNotes, updateSalesReturnDraft, trim, refreshSelected",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10287,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,updated,ts,288,290,3,"调用: updateSalesReturnDraft, trim",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10288,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,handleConfirm,ts,300,316,17,"调用: handleConfirm, confirmSalesReturn, trim, refreshSelected",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10289,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,updated,ts,306,308,3,"调用: confirmSalesReturn, trim",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10290,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,handleRefund,ts,318,336,19,"调用: handleRefund, addSalesReturnRefund, Number, trim, refreshSelected",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10291,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,updated,ts,324,328,5,"调用: addSalesReturnRefund, Number, trim",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10292,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,handleCancel,ts,338,352,15,"调用: handleCancel, cancelSalesReturn, refreshSelected",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10293,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,updated,ts,344,347,4,"调用: cancelSalesReturn, refreshSelected",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10294,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,handleCreateReturn,ts,354,370,17,"调用: handleCreateReturn, createSalesReturn, loadReturns",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10295,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,created,ts,360,361,2,调用: createSalesReturn,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10296,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,refreshSelected,ts,372,375,4,"调用: refreshSelected, loadReturns",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10297,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,Code/frontend/web/src/pages/documents/sales/SalesReturnPage.vue,SalesReturnPage,retryPage,ts,377,379,3,"调用: retryPage, loadPage",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10298,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,session,ts,27,44,18,"调用: useSession, ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10299,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,accounts,ts,29,44,16,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10300,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,editingId,ts,30,44,15,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10301,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,loading,ts,31,44,14,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10302,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,saving,ts,32,44,13,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10303,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,error,ts,33,44,12,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10304,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,success,ts,34,44,11,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10305,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,form,ts,36,44,9,"调用: reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10306,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,accountTypeOptions,ts,46,63,18,"调用: computed, Boolean, hasPermission, Map, map, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10307,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,isApiSource,ts,53,63,11,"调用: computed, Boolean, hasPermission, Map, map, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10308,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,canWrite,ts,54,63,10,"调用: computed, hasPermission, Map, map, String, get",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10309,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,accountIndex,ts,55,63,9,"调用: computed, Map, map, String, get, reduce",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10310,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,editingAccount,ts,56,63,8,"调用: computed, get, String, reduce",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10311,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,summary,ts,58,63,6,"调用: computed, reduce",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10312,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,isEditMode,ts,65,77,13,"调用: computed, trim, watch, async, loadAccounts",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10313,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,canSubmit,ts,66,77,12,"调用: computed, trim, watch, async, loadAccounts",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10314,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,loadAccounts,ts,81,93,13,"调用: loadAccounts, fetchAccounts",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10315,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,resetForm,ts,95,104,10,"调用: resetForm, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10316,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,editAccount,ts,106,115,10,"调用: editAccount, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10317,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,submitForm,ts,117,146,30,"调用: submitForm, trim, Number, updateAccount, createAccount, resetForm",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10318,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,payload,ts,123,131,9,"调用: trim, Number",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10319,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,updated,ts,133,134,2,调用: updateAccount,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10320,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,created,ts,136,137,2,调用: createAccount,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10321,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,removeAccount,ts,148,164,17,"调用: removeAccount, confirm, deleteAccount, sameEntityId, resetForm, loadAccounts",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10322,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountListPage.vue,Code/frontend/web/src/pages/finance/account/AccountListPage.vue,AccountListPage,retryPage,ts,166,168,3,"调用: retryPage, loadAccounts",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10323,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,session,ts,20,35,16,"调用: useSession, ref, reactive",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10324,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,transfers,ts,22,35,14,"调用: ref, reactive",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10325,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,accounts,ts,23,35,13,"调用: ref, reactive",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10326,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,loading,ts,24,35,12,"调用: ref, reactive",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10327,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,saving,ts,25,35,11,"调用: ref, reactive",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10328,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,error,ts,26,35,10,"调用: ref, reactive",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10329,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,success,ts,27,35,9,"调用: ref, reactive",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10330,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,form,ts,29,35,7,调用: reactive,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10331,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,isApiSource,ts,37,43,7,"调用: computed, Boolean, hasPermission, reduce",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10332,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,canWrite,ts,38,43,6,"调用: computed, hasPermission, reduce",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
